V1	V2	V3	dist	exp_global	p_global	exp_local	p_local
23690000	23870000	20.22344	180000	10.9464424587487	0.00442908758406655	13.3892869009743	0.0326352607903743
23740000	23870000	25.273994	130000	13.7316720843847	0.00202483151809119	23.9115891689999	0.361218709476236
23750000	23870000	29.832901	120000	14.7869200708405	0.000333069297107521	27.4410034224492	0.337299367753029
23770000	23870000	42.97396	100000	16.7435622512655	0.0000000598764578624081	34.989094011579	0.104683329584752
23780000	23870000	41.68014	90000	18.296920751185	0.00000145110504787893	38.5845092893968	0.311994108889685
23790000	23870000	49.43258	80000	20.0530741787085	0.0000000135112548080209	42.9067459671396	0.156921954360737
23810000	23870000	53.7456	60000	25.2274802478731	0.000000439677705845764	52.8223998302724	0.453839257603285
23820000	23870000	55.808414	50000	29.2811488531925	0.0000073451077952768	60.89241517252	0.751716054481323
23830000	23870000	73.47594	40000	35.3895543418073	0.0000000100161858553785	70.784364457512	0.36675417273966
23840000	23870000	89.53185	30000	45.2954927319032	0.00000000313446122999167	88.0038298831549	0.429840674226251
23850000	23870000	123.619	20000	64.1641901004587	0.0000000000234092139419827	125.939311286637	0.58049376050103
23860000	23870000	233.41959	10000	117.850502446748	0.00000000000000000000284966317042423	229.092585012451	0.381613073782581
23870000	23870000	510.3576	0	326.073020052614	0.00000000000000000000198429765498096	626.901413039144	0.999999200332105
23870000	23880000	183.46928	10000	117.850502446748	0.000000010680872743587	220.930376593219	0.995107390156975
23870000	23890000	123.94147	20000	64.1641901004587	0.0000000000234092139419827	119.559322542072	0.354344737500377
23870000	23900000	95.45926	30000	45.2954927319032	0.0000000000383123080667063	84.1888341187653	0.110400483147746
23870000	23910000	64.33689	40000	35.3895543418073	0.00000521101438692166	62.4356125838349	0.389409855883313
23870000	23920000	48.757553	50000	29.2811488531925	0.000537384781501117	48.3905186558856	0.484149906786124
23870000	23930000	49.36771	60000	25.2274802478731	0.0000087835635702988	38.6980749244081	0.0455577533415211
