V1	V2	V3	dist	exp_global	p_global	exp_local	p_local
23860000	23870000	421.86026	10000	219.433552765083	0.000000000000000000000000000000000532289948244441	354.792913854464	0.000283444346544849
23870000	23870000	900.8477	0	516.318028615209	0.000000000000000000000000000000000000000000000000000048790011219708	892.994563530497	0.398828609384994
23870000	23880000	327.88153	10000	219.433552765083	0.00000000000508099193856275	405.657935291451	0.999969357976002
23870000	23890000	207.40561	20000	113.574589503553	0.0000000000000013462030931076	223.632259277198	0.860118950295255
23870000	23900000	228.48306	30000	78.004333004128	0.000000000000000000000000000000000000000000117405804226371	167.648262024193	0.00000402989331994463
23870000	23910000	201.03967	40000	60.5111025723299	0.000000000000000000000000000000000000000000000199041853693549	129.680957075772	0.00000000258156260946333
23870000	23920000	206.3613	50000	49.1025795239982	0.00000000000000000000000000000000000000000000000000000000000000611234821168481	101.761677388781	0.0000000000000000000399191293522219
23870000	23930000	188.31374	60000	42.0383417149219	0.000000000000000000000000000000000000000000000000000000000000103105051419172	83.1959767875607	0.0000000000000000000000203923754878323
23870000	23940000	78.7494	70000	36.7597309191543	0.00000000102748694085159	66.430777649155	0.0722898420358925
23870000	23950000	55.557026	80000	33.0804248085823	0.000174668047623965	53.8227354056363	0.401255214154723
23870000	24010000	37.448322	140000	21.3274967581377	0.000706626499288686	27.1630379713047	0.0284257827515971
23870000	24020000	39.69447	150000	20.0991254700449	0.0000589752518368354	23.6533088735138	0.0013463533537779
23870000	24030000	30.318115	160000	19.0848289535015	0.00740506606000579	20.0203548138843	0.0136453786810637
23870000	24490000	19.862396	620000	5.88358431106409	0.00000390398681598988	5.41588047760342	0.00000115472724486192
23870000	24650000	11.882167	780000	4.71835544563129	0.00349405631999784	6.37851789941155	0.0300417810812594
