V1	V2	V3	dist	exp_global	p_global	exp_local	p_local
23800000	23870000	44.082527	70000	29.5742615073529	0.00493201209978519	38.569920518674	0.169008647341831
23850000	23870000	117.73221	20000	86.1922038256134	0.000661475209710177	125.340564711517	0.755771444526576
23860000	23870000	260.8548	10000	160.403897924751	0.000000000000202391756296915	245.144972495205	0.163230231280718
23870000	23870000	715.9587	0	487.496506567181	0.000000000000000000000236133282627976	785.531496653636	0.99431674310564
23870000	23880000	249.64252	10000	160.403897924751	0.0000000000370736850700946	273.978481072278	0.932086326261391
23870000	23890000	141.0441	20000	86.1922038256134	0.0000000233087912262933	156.587591631659	0.887307966359654
23870000	23900000	123.4603	30000	60.214077533318	0.000000000000433140396789190	116.605588404201	0.258613835228028
23870000	23910000	129.34299	40000	46.7675873294489	0.0000000000000000000000145226901481015	90.694252589794	0.0000608191824989008
23870000	23920000	89.954414	50000	38.7599070184709	0.00000000000154115754241058	72.6670388560386	0.0271869994473104
23870000	23930000	99.89417	60000	33.4331513232315	0.0000000000000000000126317923116278	58.9564022943393	0.00000071061130184603
23870000	23940000	53.278084	70000	29.5742615073529	0.0000353095239434436	48.1617596689758	0.217911401326474
23870000	24020000	35.144104	150000	17.0112786658021	0.0000405638479758147	20.3123382297403	0.00104451956196672
23870000	24430000	11.299941	560000	5.36780139435203	0.009223726333289	4.37730908932047	0.00192545374407334
23870000	24610000	11.521844	740000	4.12273874513404	0.00117825988160538	4.64921848141308	0.00311290789407663
23870000	24650000	10.751298	780000	3.92983149842504	0.0024874540757865	3.99128984703539	0.00279396803533137
